quiz_id,question_id,question,choice_a,choice_b,choice_c,choice_d,correct,topic
online-c-test-increment-decrement-operators,1,"What is the difference between the following 2 codes? #include <stdio.h> //Program 1 int main ( ) { int d , a = 1 , b = 2 ; d = a ++ + ++ b ; printf ( ""%d %d %d"" , d , a , b ) ; } #include <stdio.h> //Program 2 int main ( ) { int d , a = 1 , b = 2 ; d = a ++ +++ b ; printf ( ""%d %d %d"" , d , a , b ) ; }","a) No difference as space doesn’t make any difference, values of a, b, d are same in both the case","b) Space does make a difference, values of a, b, d are different","c) Program 1 has syntax error, program 2 is not","d) Program 2 has syntax error, program 1 is not",d,Increment and Decrement Operators – 1
online-c-test-increment-decrement-operators,2,"What will be the output of the following C code? #include <stdio.h> int main ( ) { int a = 1 , b = 1 , c ; c = a ++ + b ; printf ( ""%d, %d"" , a , b ) ; }","a) a = 1, b = 1","b) a = 2, b = 1","c) a = 1, b = 2","d) a = 2, b = 2",b,Increment and Decrement Operators – 1
online-c-test-increment-decrement-operators,3,"What will be the output of the following C code? #include <stdio.h> int main ( ) { int a = 1 , b = 1 , d = 1 ; printf ( ""%d, %d, %d"" , ++ a + ++ a + a ++, a ++ + ++ b , ++ d + d ++ + a ++ ) ; }","a) 15, 4, 5","b) 9, 6, 9","c) 9, 3, 5",d) Undefined (Compiler Dependent),d,Increment and Decrement Operators – 1
online-c-test-increment-decrement-operators,4,"For which of the following, “PI++;” code will fail?",a) #define PI 3.14,b) char *PI = “A”;,c) float PI = 3.14;,d) none of the Mentioned,a,Increment and Decrement Operators – 1
online-c-test-increment-decrement-operators,5,"What will be the output of the following C code? #include <stdio.h> int main ( ) { int a = 10 , b = 10 ; if ( a = 5 ) b --; printf ( ""%d, %d"" , a , b -- ) ; }","a) a = 10, b = 9","b) a = 10, b = 8","c) a = 5, b = 9","d) a = 5, b = 8",c,Increment and Decrement Operators – 1
online-c-test-increment-decrement-operators,6,"What will be the output of the following C code? #include <stdio.h> int main ( ) { int i = 0 ; int j = i ++ + i ; printf ( ""%d \n "" , j ) ; }",a) 0,b) 1,c) 2,d) Compile time error,b,Increment and Decrement Operators – 1
online-c-test-increment-decrement-operators,7,"What will be the output of the following C code? #include <stdio.h> int main ( ) { int i = 2 ; int j = ++ i + i ; printf ( ""%d \n "" , j ) ; }",a) 6,b) 5,c) 4,d) Compile time error,a,Increment and Decrement Operators – 1
online-c-test-increment-decrement-operators,8,"Comment on the behaviour of the following C code? #include <stdio.h> int main ( ) { int i = 2 ; i = i ++ + i ; printf ( ""%d \n "" , i ) ; }",a) = operator is not a sequence point,b) ++ operator may return value with or without side effects,c) it can be evaluated as (i++)+i or i+(++i),d) = operator is a sequence point,a,Increment and Decrement Operators – 1
c-puzzle-increment-decrement-operators,1,"What will be the output of the following C code? #include <stdio.h> int main ( ) { int i = 0 ; int x = i ++, y = ++ i ; printf ( ""%d % d \n "" , x , y ) ; return 0 ; }","a) 0, 2","b) 0, 1","c) 1, 2",d) Undefined,a,Increment and Decrement Operators – 2
interview-questions-answers-c-bitwise-operators,1,"What will be the output of the following C code? #include <stdio.h> int main ( ) { int c = 2 ^ 3 ; printf ( ""%d \n "" , c ) ; }",a) 1,b) 8,c) 9,d) 0,a,Bitwise Operators – 1
tricky-c-questions-bitwise-operators,1,"What will be the output of the following C code? #include <stdio.h> void main ( ) { int a = 5 , b = - 7 , c = 0 , d ; d = ++ a && ++ b || ++ c ; printf ( "" \n %d %d %d %d"" , a , b , c , d ) ; }",a) 6 -6 0 0,b) 6 -5 0 1,c) -6 -6 0 1,d) 6 -6 0 1,d,Bitwise Operators – 2
c-aptitude-question-answer-assigment-operators-expressions,1,"What will be the output of the following C code? #include <stdio.h> void main ( ) { int x = 0 ; if ( x = 0 ) printf ( ""Its zero \n "" ) ; else printf ( ""Its not zero \n "" ) ; }",a) Its not zero,b) Its zero,c) Run time error,d) None,a,Assignment Operators & Expressions – 1
c-aptitude-question-answer-assigment-operators-expressions,2,"What will be the output of the following C code? 👉 Apply Now for #include <stdio.h> void main ( ) { int k = 8 ; int x = 0 == 1 && k ++; printf ( ""%d %d \n "" , x , k ) ; }",a) 0 9,b) 0 8,c) 1 8,d) 1 9,b,Assignment Operators & Expressions – 1
c-aptitude-question-answer-assigment-operators-expressions,3,"What will be the output of the following C code? #include <stdio.h> void main ( ) { char a = 'a' ; int x = ( a % 10 ) ++; printf ( ""%d \n "" , x ) ; }",a) 6,b) Junk value,c) Compile time error,d) 7,c,Assignment Operators & Expressions – 1
c-aptitude-question-answer-assigment-operators-expressions,4,What will be the output of the following C code snippet? #include <stdio.h> void main ( ) { 1 < 2 ? return 1 : return 2 ; },a) returns 1,b) returns 2,c) Varies,d) Compile time error,d,Assignment Operators & Expressions – 1
c-aptitude-question-answer-assigment-operators-expressions,5,"What will be the output of the following C code snippet? #include <stdio.h> void main ( ) { unsigned int x = - 5 ; printf ( ""%d"" , x ) ; }",a) Run time error,b) Aries,c) -5,d) 5,c,Assignment Operators & Expressions – 1
c-aptitude-question-answer-assigment-operators-expressions,6,"What will be the output of the following C code? #include <stdio.h> int main ( ) { int x = 2 , y = 1 ; x *= x + y ; printf ( ""%d \n "" , x ) ; return 0 ; }",a) 5,b) 6,c) Undefined behaviour,d) Compile time error,b,Assignment Operators & Expressions – 1
