quiz_id,question_id,question,choice_a,choice_b,choice_c,choice_d,correct,topic
aptitude-questions-answers-probability-set-3,1,What is the sum of the probability of an event and its complementary event occurring together?,a) 0,b) 1 / 2,c) 1,d) 1 / 4,c,Probability – Set 3
aptitude-questions-answers-probability-set-3,2,In which type of events the rule of multiplication of probability is applicable?,a) Independent,b) Dependent,c) Empirical,d) Exhaustive,a,Probability – Set 3
aptitude-questions-answers-probability-set-3,3,Which of the following is not an example of discrete probability distribution?,a) The number of persons in a room,b) The weight of a person,c) The number of rooms in a house,d) Is it going to rain tonight,b,Probability – Set 3
aptitude-questions-answers-probability-set-3,4,Which of the following is a correct option regarding the Poisson distribution?,a) The probability of success is always less than 8,b) It always contains a contingency table,c) The number of trials is always less than 10,d) Mean and variance of the distribution are equal,d,Probability – Set 3
aptitude-questions-answers-probability-set-3,5,Which of the following is not a condition of the binomial distribution?,a) Must have at least 4 trials,b) Only 2 possible outcomes,c) Have a constant probability of success,d) Trials must be independent,a,Probability – Set 3
aptitude-questions-answers-probability-set-3,6,"The probability of an event occurring is 0.39, then what will be the probability of this event not occurring?",a) 0.2,b) 0.6,c) 0.61,d) 1.6,c,Probability – Set 3
aptitude-questions-answers-probability-set-3,7,What are the total number of outcomes when five coins are tossed together?,a) 56,b) 64,c) 32,d) 16,c,Probability – Set 3
aptitude-questions-answers-probability-set-3,8,Which of the following terms relates to the sum total of all the outcomes in probability?,a) Exhaustive event,b) Empirical event,c) Independent event,d) Dependent event,a,Probability – Set 3
aptitude-questions-answers-probability-set-4,1,A bag contains 3 white balls and 2 black balls. What will be the probability of drawing a red ball when drawn at random?,a) 2/5,b) 1/5,c) 0/5,d) 3/5,c,Probability – Set 4
aptitude-questions-answers-probability-set-4,2,"The probability that tomorrow will be a sunny day is 0.68, then what is the probability that tomorrow will not be a sunny day?",a) 0.32,b) 0.64,c) 0.44,d) 0.56,a,Probability – Set 4
aptitude-questions-answers-probability-set-4,3,What are the total number of outcomes when three coins are tossed together?,a) 4,b) 8,c) 16,d) 12,b,Probability – Set 4
aptitude-questions-answers-probability-set-4,4,What is the sum of the probability of an event and non-event?,a) 1,b) 0,c) 1/2,d) 2,a,Probability – Set 4
aptitude-questions-answers-probability-set-4,5,An alphabet is chosen at random from the word “MATHEMATICS”. What is the probability of it being a vowel?,a) 7/11,b) 6/11,c) 4/11,d) 5/11,c,Probability – Set 4
aptitude-questions-answers-probability-set-4,6,What is the probability of getting a number that is divisible by 5 from 1 to 15?,a) 4/5,b) 3/5,c) 2/5,d) 1/5,d,Probability – Set 4
aptitude-questions-answers-probability-set-4,7,The following probabilities are given with respect to an event. Which of the following is wrong?,a) 8/5,b) 3/5,c) 4/5,d) 1/5,a,Probability – Set 4
aptitude-questions-answers-probability-set-4,8,What are the total number of outcomes when 5 dices are rolled together?,a) 6578,b) 5674,c) 7776,d) 7543,c,Probability – Set 4
aptitude-questions-answers-probability-set-4,9,"A bag contains 10 black balls, 5 red balls and 5 white balls. What is the probability of getting either a red or a white ball?",a) \(\frac {1}{4}\),b) \(\frac {1}{2}\),c) \(\frac {3}{4}\),d) 1,b,Probability – Set 4
aptitude-questions-answers-probability-set-4,10,A dice is rolled. What is the probability that we get a number divisible by 3?,a) 1/3,b) 1/4,c) 2/3,d) 3/4,a,Probability – Set 4
aptitude-questions-answers-probability-coins,1,Which of the following is a classic example of binomial distribution of probability?,a) Pack of cards,b) Throw a dice,c) Toss a coin,d) Number of students in class,c,Coins
aptitude-questions-answers-probability-coins,2,"When you toss a coin twice, what is the probability of getting a head in both the attempts?",a) 1 / 4,b) 1,c) 0,d) 1 / 2,a,Coins
aptitude-questions-answers-probability-coins,3,When you toss a coin what is the probability of not getting a head?,a) 1,b) 1 / 2,c) 2,d) 0,b,Coins
aptitude-questions-answers-probability-coins,4,When you toss a coin twice what is the probability of getting a tail in both the attempts?,a) 1 / 2,b) 1,c) 0,d) 1 / 4,d,Coins
aptitude-questions-answers-probability-coins,5,Two unbiased coins are tossed. What are the total number of outcomes?,a) 1,b) 2,c) 4,d) 6,c,Coins
aptitude-questions-answers-probability-coins,6,Two coins are tossed simultaneously. What is the probability of getting only one head after taking all the possibilities into consideration?,a) 1,b) 1 / 2,c) 3 / 4,d) 0,b,Coins
aptitude-questions-answers-probability-coins,7,Two unbiased coins are tossed. What is the probability of getting no less than 1 head after taking all the possibilities into consideration?,a) 0,b) 1,c) \(\frac {1}{2}\),d) 3 / 4,d,Coins
aptitude-questions-answers-probability-coins,8,Two unbiased coins are tossed. What is the probability of getting only one tail after taking all the possibilities into consideration?,a) \(\frac {1}{2}\),b) 0,c) \(\frac {3}{4}\),d) \(\frac {1}{4}\),a,Coins
aptitude-questions-answers-probability-coins,9,Two unbiased coins are tossed. What is the probability of getting two tail?,a) \(\frac {3}{4}\),b) \(\frac {1}{2}\),c) \(\frac {1}{4}\),d) 1,c,Coins
aptitude-questions-answers-probability-coins,10,Which of the following options is incorrect when one coin is tossed?,a) P(H) = \(\frac {1}{2}\),b) P(T) = \(\frac {1}{2}\),c) P(H) + P(T) = 1,d) P(H) * P(T) = 1,d,Coins
aptitude-questions-answers-probability-coins-set-2,1,Three unbiased coins are tossed. What are the total number of outcomes possible?,a) 16,b) 10,c) 8,d) 4,c,Coins – Set 2
aptitude-questions-answers-probability-coins-set-2,2,What is the correct expression for finding the total number of outcomes when n coins are tossed at a time?,a) 2,b) n,c) n,d) 2,a,Coins – Set 2
aptitude-questions-answers-probability-coins-set-2,3,Three unbiased coins are tossed. What is the probability of getting only one H?,a) 1/4,b) 3/8,c) 5/8,d) 1/2,b,Coins – Set 2
aptitude-questions-answers-probability-coins-set-2,4,Three unbiased coins are tossed. What is the probability of getting at most one H?,a) 1/2,b) 1/4,c) 5/8,d) 3/8,a,Coins – Set 2
aptitude-questions-answers-probability-coins-set-2,5,Three unbiased coins are tossed. What is the probability of getting at most two tail?,a) 1/8,b) 5/8,c) 7/8,d) 3/8,c,Coins – Set 2
aptitude-questions-answers-probability-coins-set-2,6,Three unbiased coins are tossed. What is the probability of getting three tail?,a) 7/8,b) 5/8,c) 3/8,d) 1/8,d,Coins – Set 2
aptitude-questions-answers-probability-coins-set-2,7,Three unbiased coins are tossed. What is the probability of getting minimum two head?,a) 1/2,b) 3/4,c) 1/8,d) 7/8,a,Coins – Set 2
aptitude-questions-answers-probability-coins-set-2,8,Three unbiased coins are tossed. What is the probability of getting same event in all the three throws?,a) 1/2,b) 1/8,c) 1/4,d) 3/8,c,Coins – Set 2
aptitude-questions-answers-probability-coins-set-2,9,Ten unbiased coins are tossed. What are the total number of outcomes possible?,a) 1004,b) 1024,c) 1086,d) 1056,b,Coins – Set 2
aptitude-questions-answers-probability-coins-set-2,10,Three unbiased coins are tossed. What is the probability of getting complement of having a tail?,a) 3/4,b) 1/2,c) 3/8,d) 1/8,d,Coins – Set 2
aptitude-questions-answers-probability-dice,1,An unbiased dice is thrown. What are the total number of possible outcomes?,a) 18,b) 12,c) 6,d) 24,c,Dice
aptitude-questions-answers-probability-dice,2,An unbiased dice is thrown. What is the probability of getting 3?,a) 1 / 6,b) 1 / 3,c) 1 / 2,d) 2 / 3,a,Dice
aptitude-questions-answers-probability-dice,3,An unbiased dice is thrown. What is the probability of getting 8?,a) 1,b) 0,c) 1 / 2,d) 1 / 6,b,Dice
aptitude-questions-answers-probability-dice,4,An unbiased dice is thrown. What is the probability of getting a number greater than and equal to 3?,a) 2 / 3,b) 1 / 3,c) 1 / 6,d) 3 / 4,a,Dice
aptitude-questions-answers-probability-dice,5,An unbiased dice is thrown. What is the probability of getting a number less than 3?,a) 5 / 6,b) 2 / 3,c) 1 / 3,d) 1 / 6,c,Dice
aptitude-questions-answers-probability-dice,6,An unbiased dice is thrown. What is the probability of getting an odd number?,a) 2 / 3,b) 1 / 6,c) 1 / 3,d) 1 / 2,d,Dice
aptitude-questions-answers-probability-dice,7,An unbiased dice is thrown. What is the probability of getting 5 or a greater number?,a) 1 / 3,b) 1 / 3,c) 5 / 6,d) 2 / 3,a,Dice
aptitude-questions-answers-probability-dice,8,An unbiased dice is thrown. What is the probability of getting an even number greater than 3?,a) 4 / 6,b) 5 / 6,c) 2 / 6,d) 3 / 6,c,Dice
aptitude-questions-answers-probability-dice,9,An unbiased dice is thrown. What is the probability of getting an even number greater than 0?,a) 0,b) 1,c) 1 / 2,d) 6,c,Dice
aptitude-questions-answers-probability-dice,10,n dice are thrown simultaneously. What is the total number of possible outcomes?,a) 6,b) 6,c) n,d) 3n,a,Dice
aptitude-questions-answers-probability-dice-set-2,1,Two dice are thrown simultaneously. What will be the total number of possible outcomes?,a) 32,b) 30,c) 36,d) 28,c,Dice – Set 2
aptitude-questions-answers-probability-dice-set-2,2,Two dice are thrown simultaneously. What is the probability of getting equal digits in both the dice?,a) 1/12,b) 1/3,c) 1/6,d) 1/2,c,Dice – Set 2
aptitude-questions-answers-probability-dice-set-2,3,Two dice are thrown simultaneously. What is the probability of getting a number not divisible by two in both the dice?,a) 1/9,b) 1/4,c) 1/12,d) 1/3,b,Dice – Set 2
aptitude-questions-answers-probability-dice-set-2,4,Two dice are thrown simultaneously. What is the probability of getting a number greater than 4 in both the dice?,a) 1/9,b) 1/3,c) 1/2,d) 1/6,a,Dice – Set 2
aptitude-questions-answers-probability-dice-set-2,5,Two dice are thrown simultaneously. What is the probability of getting a prime number in both the dice?,a) 1/6,b) 1/12,c) 1/4,d) 1/3,c,Dice – Set 2
aptitude-questions-answers-probability-dice-set-2,6,Two dice are thrown simultaneously. What is the probability of getting a odd number greater than 4 in both the dice?,a) 7/8,b) 1/9,c) 2/15,d) 1/36,d,Dice – Set 2
aptitude-questions-answers-probability-dice-set-2,7,Two dice are thrown simultaneously. What is the probability of getting sum of both the numbers as 9?,a) 1/9,b) 1/12,c) 1/6,d) 5/6,a,Dice – Set 2
aptitude-questions-answers-probability-dice-set-2,8,Two dice are thrown simultaneously. What is the probability of getting difference of both the numbers as 4?,a) 1/12,b) 1/6,c) 1/9,d) 1/3,c,Dice – Set 2
aptitude-questions-answers-probability-dice-set-2,9,Two dice are thrown simultaneously. What is the probability of getting a number divisible by 2 on the first dice and a number divisible by 3 on the second dice simultaneously?,a) 1/6,b) 1/3,c) 1/4,d) 1/2,a,Dice – Set 2
aptitude-questions-answers-probability-dice-set-2,10,Three dice are thrown simultaneously. What are the total number of possible outcomes?,a) 216,b) 144,c) 256,d) 168,a,Dice – Set 2
aptitude-questions-answers-probability-cards,1,What is the probability of getting a club from a well shuffled deck of 52 cards?,a) 1 / 12,b) 1 / 3,c) 1 / 4,d) 1 / 2,c,Cards
aptitude-questions-answers-probability-cards,2,What will be the probability of getting a jack of the spade from a well shuffled deck of 52 cards?,a) 1 / 52,b) 4 / 52,c) 8 / 52,d) 12 / 52,a,Cards
aptitude-questions-answers-probability-cards,3,What will be the probability of getting a queen from a well shuffled deck of 52 cards?,a) 3 / 4,b) 1 / 13,c) 1 / 2,d) 2 / 13,b,Cards
aptitude-questions-answers-probability-cards,4,What will be the probability of getting a red card from a well shuffled deck of 52 cards?,a) 1 / 2,b) 1 / 4,c) 1 / 3,d) 1 / 13,a,Cards
aptitude-questions-answers-probability-cards,5,What is the probability of getting a face card from a well shuffled deck of 52 cards?,a) 2 / 13,b) 1 / 13,c) 3 / 13,d) 4 / 13,c,Cards
aptitude-questions-answers-probability-cards,6,What is the probability of getting a numbered card from a well shuffled deck of 52 cards?,a) 11 / 13,b) 2 / 13,c) 5 / 13,d) 9 / 13,d,Cards
aptitude-questions-answers-probability-cards,7,What is the probability of getting a black ace from a well shuffled deck of 52 cards?,a) 1 / 26,b) 1 / 13,c) 2 / 13,d) 3 / 26,a,Cards
aptitude-questions-answers-probability-cards,8,What is the probability of getting a number 8 from a well shuffled deck of 52 cards?,a) 6 / 13,b) 4 / 13,c) 1 / 13,d) 2 / 13,c,Cards
aptitude-questions-answers-probability-cards,9,What is the probability of getting a red numbered card greater than 6 from a well shuffled deck of 52 cards?,a) 4 / 13,b) 2 / 13,c) 5 / 13,d) 3 / 13,b,Cards
aptitude-questions-answers-probability-cards,10,What is the probability of getting a non – numbered card from a well shuffled standard deck?,a) 4 / 13,b) 6 / 13,c) 5 / 13,d) 3 / 13,a,Cards
aptitude-questions-answers-probability-cards-set-2,1,What is the probability of drawing two kings from a well shuffled pack of cards without replacement?,a) 5/663,b) 3/221,c) 1/221,d) 1/663,c,Cards – Set 2
aptitude-questions-answers-probability-cards-set-2,2,What is the probability of drawing two spades from a well shuffled pack of cards without replacement?,a) 1/17,b) 1/16,c) 2/17,d) 2/15,a,Cards – Set 2
aptitude-questions-answers-probability-cards-set-2,3,What is the probability of drawing one spade and one club from a well shuffled pack of cards without replacement?,a) 15/204,b) 13/204,c) 11/204,d) 9/204,b,Cards – Set 2
aptitude-questions-answers-probability-cards-set-2,4,What is the probability of drawing two numbered cards from a well shuffled pack of cards without replacement?,a) 105/221,b) 142/221,c) 90/221,d) 165/221,a,Cards – Set 2
aptitude-questions-answers-probability-cards-set-2,5,What is the probability of drawing two queens of diamond from a well shuffled pack of cards without replacement?,a) 1/4,b) 1,c) 0,d) 1/3,c,Cards – Set 2
aptitude-questions-answers-probability-cards-set-2,6,What is the probability of getting two ace cards from a well shuffled standard deck with replacement?,a) 8/169,b) 4/169,c) 16/169,d) 1/169,d,Cards – Set 2
aptitude-questions-answers-probability-cards-set-2,7,What is the probability of getting two heart cards from a well shuffled standard deck with replacement?,a) 1/16,b) 4/52,c) 8/52,d) 4/16,a,Cards – Set 2
aptitude-questions-answers-probability-cards-set-2,8,What is the probability of getting two numbered cards from a well shuffled standard deck with replacement?,a) 13/169,b) 9/169,c) 81/169,d) 18/169,c,Cards – Set 2
aptitude-questions-answers-probability-cards-set-2,9,What is the probability of getting two non-numbered cards from a well shuffled standard deck with replacement?,a) 4/169,b) 16/169,c) 4/13,d) 13/169,b,Cards – Set 2
aptitude-questions-answers-probability-cards-set-2,10,What is the probability of getting two black cards from a well shuffled standard deck with replacement?,a) 1/4,b) 1/8,c) 1/16,d) 1/13,a,Cards – Set 2
aptitude-questions-answers-height-distance,1,Which of the following options is correct with respect to sin A?,a) Hypotenuse / perpendicular,b) Base / hypotenuse,c) Perpendicular / hypotenuse,d) Hypotenuse / base,c,Height and Distance
aptitude-questions-answers-height-distance,2,"If sin x = 1 / 2, then what will be the value of x in degree?",a) 30,b) 60,c) 45,d) 37,a,Height and Distance
aptitude-questions-answers-height-distance,3,"Which of the following options is the correct relationship between a and b, if their measure add up to 90 degree?",a) Cos a = tan b,b) Sec a = cosec b,c) Sin a = tan b,d) Tan a = cos b,b,Height and Distance
aptitude-questions-answers-height-distance,4,"If triangle XYZ is right angled at Y, then the value of cos (X + Z) will be?",a) 0,b) 1 / 2,c) 1,d) 1 / 3,a,Height and Distance
aptitude-questions-answers-height-distance,5,What will be the value of sin (45 + A) – cos (45 – A)?,a) 1 / 3,b) 1 / 2,c) 0,d) 1,c,Height and Distance
aptitude-questions-answers-height-distance,6,"If 0 < X < 90, then what will be the value of sec A?",a) 0,b) 1,c) < 1,d) > 1,d,Height and Distance
aptitude-questions-answers-height-distance,7,"If sin (20 + X) = cos 30, then what will be the value of X?",a) 40,b) 20,c) 70,d) 50,a,Height and Distance
aptitude-questions-answers-height-distance,8,"If sin X = \(\frac {1}{2}\) and cos Y = 1 / √2, then what will be the value of (X + Y) in degree?",a) 80,b) 90,c) 75,d) 60,c,Height and Distance
aptitude-questions-answers-height-distance,9,"If the value of sin X = \(\frac {1}{2}\), then what will be the of cot X?",a) 1 / √2,b) √3,c) 1 / √3,d) 1 / 3,b,Height and Distance
aptitude-questions-answers-height-distance,10,Which of the following options are the correct pair of complementary angles?,"a) 37, 53","b) 65, 15","c) 60, 120","d) 45, 55",a,Height and Distance
aptitude-questions-answers-height-distance-set-2,1,"From a point Q on a level ground, the angle of elevation of the top tower is 53 degree. If the tower is 150 m high, then what is the base distance of point Q in m?",a) 200 m,b) 225 m,c) 112.5,d) 150 m,c,Height and Distance – Set 2
aptitude-questions-answers-height-distance-set-2,2,The angle of elevation of a ladder leaning against a wall 37 degree and the foot of the ladder is 5 m away from the wall. What is the length of the ladder?,a) 25 / 4 m,b) 25 / √3 m,c) 50√2 m,d) 50 / 4 m,a,Height and Distance – Set 2
aptitude-questions-answers-height-distance-set-2,3,An observer 1.5 m tall is 10√3 m away from the tower making an angle of elevation of 60 degree from his eyes. What is the height of the tower?,a) 60 m,b) 31.5 m,c) 30 m,d) 63 m,b,Height and Distance – Set 2
aptitude-questions-answers-height-distance-set-2,4,"What is the angle of elevation (in degree) of the sun, when the ratio of the length of the shadow of a tree to height of the tree is 3:4?",a) 37,b) 45,c) 53,d) 60,a,Height and Distance – Set 2
aptitude-questions-answers-height-distance-set-2,5,The angle of depression of a point situated at a distance of 50 m from the base of the pole is 45 degree. What will be the height of this pole?,a) 50 / √3 m,b) 25√3 m,c) 50 m,d) 25√2 m,c,Height and Distance – Set 2
aptitude-questions-answers-height-distance-set-2,6,"The angle of depression of a car, standing on the ground, from the top of a 100 m tower is 37 degree. What is the base distance (in m) of the car?",a) 200√3 m,b) 400 / √2 m,c) 300 / 4 m,d) 400 / 3 m,d,Height and Distance – Set 2
aptitude-questions-answers-height-distance-set-2,7,"The angle of depression of two ships from the top of a light house are 45 and 30 degree, sailing in the same direction. If the height of the light house is 150 m, then what will be the distance between the 2 ships?",a) 150 (√3 – 1) m,b) 150√3 / 2 m,c) 150√2 / 3 m,d) 150 (√2 – 1) m,a,Height and Distance – Set 2
aptitude-questions-answers-height-distance-set-2,8,"A skier took 60 s to travel down a snowy slope of vertical height 200 m. If the angle of depression is 45 degree, then what will be the speed of the skier in m / s?",a) 5.62 m / s,b) 5.32 m / s,c) 4.66 m / s,d) 4.02 m / s,c,Height and Distance – Set 2
aptitude-questions-answers-height-distance-set-2,9,"A ball is placed 50 m away from the wall of a pool. The angle of depression of the ball from the pool platform is 37 degree, then what will be the diagonal distance he will have to swim to get the ball?",a) 44.5m,b) 82.5 m,c) 62.5 m,d) 78.5 m,c,Height and Distance – Set 2
aptitude-questions-answers-height-distance-set-2,10,A straight tree is broken due to thunder storm. The broken part is bent in such a way that the peak touches the ground at an angle elevation of 45°. The peak of the tree touches the ground at a distance of 25 m. What will be the height of the tree?,a) 25(1 + √2) m,b) 20√3 m,c) 25 / √3 m,d) 22√2 m,a,Height and Distance – Set 2
aptitude-questions-answers-height-distance-set-3,1,What will be the value of (sin 60 + cos 60) – (sin 30 + cos 30)?,a) 1 / 2,b) √3 / 2,c) 0,d) 1,c,Height and Distance – Set 3
aptitude-questions-answers-height-distance-set-3,2,What will be the value of tan 60 / cot 60?,a) 3,b) 1 / 3,c) 1,d) 2√3,a,Height and Distance – Set 3
aptitude-questions-answers-height-distance-set-3,3,Which of the following is the correct option representing tan 2 A?,a) Sec,b) Sec,c) Cosec,d) Cot,b,Height and Distance – Set 3
aptitude-questions-answers-height-distance-set-3,4,"If A * cot 45 * cos 60 = sin 60 * tan 30, then what will be the value of A?",a) √3 / 2,b) 0,c) 1,d) 1 / √2,c,Height and Distance – Set 3
aptitude-questions-answers-height-distance-set-3,5,What will be the value of sin 2 30 – cos 2 30?,a) -2 / √3,b) -2 / 3,c) -√3 / 2,d) -1 / 2,d,Height and Distance – Set 3
aptitude-questions-answers-height-distance-set-3,6,"If X + Y = 90 and cos X = 1 / 2, then what will be the value of sin Y?",a) 1 / 2,b) 1 / √2,c) √3 / 2,d) 0,a,Height and Distance – Set 3
aptitude-questions-answers-height-distance-set-3,7,What will be the value of cos 2 X + sin 2 Y?,a) √3 / 2,b) 1 / 2,c) 1,d) √2,c,Height and Distance – Set 3
aptitude-questions-answers-height-distance-set-3,8,"If sec A = 2 / √3, then what will be the value of cos A?",a) 1 / 2,b) √3 / 2,c) 1 / √2,d) 2 / 3,b,Height and Distance – Set 3
aptitude-questions-answers-height-distance-set-3,9,Which of the following is a correct trigonometric identity?,a) 1 + tan,b) Tan,c) Cot,d) Cos,a,Height and Distance – Set 3
aptitude-questions-answers-height-distance-set-4,1,The angle of elevation of a ladder leaning against a wall is 60 degree and the foot of the ladder is 6 m away from the wall. What is the length of the ladder?,a) 16 m,b) 15 m,c) 12 m,d) 8 m,c,Height and Distance – Set 4
aptitude-questions-answers-height-distance-set-4,2,The shadow of a building is 8 m long when the sun is at an angle of elevation of 30 degree. What will be the height of the building?,a) 8 / √3 m,b) 6 / √3 m,c) 8√3 m,d) 12√3 m,a,Height and Distance – Set 4
aptitude-questions-answers-height-distance-set-4,3,"When the sun’s altitude changes from 30 to 60 degree, the length of the shadow of a pole decreases by 150 m. What is the original length of the shadow?",a) 150 m,b) 225 m,c) 275 m,d) 180 m,b,Height and Distance – Set 4
aptitude-questions-answers-height-distance-set-4,4,The angle of elevation of a cloud from a point 300 m above a lake is 30 degree and the angle of depression of its reflection in the lake is 60 degree. What will be the height of the cloud?,a) 300 m,b) 250 m,c) 200 m,d) 350 m,a,Height and Distance – Set 4
aptitude-questions-answers-height-distance-set-4,5,"The tops of two poles of height 40 m and 30 m are connected by a wire. If the wire makes an angle of 60 degree with the horizontal, then what will be the length of the wire used?",a) 20 / √3 m,b) 10√3 m,c) 20 m,d) 12 / √3 m,c,Height and Distance – Set 4
aptitude-questions-answers-height-distance-set-4,6,A straight tree is broken due to thunder storm. The broken part is bent in such a way that the peak touches the ground at an angle elevation of 53°. The peak of the tree touches the ground at a distance of 15 m. What will be the height of the tree?,a) 68.52 m,b) 55.76 m,c) 58.62 m,d) 64.58 m,d,Height and Distance – Set 4
aptitude-questions-answers-height-distance-set-4,7,A kite is flying at a vertical height of 300 m making an angle of depression of 60 degree. What will be the length of thread required in this case?,a) 600 / √3 m,b) 300√3 m,c) 1200 / √3 m,d) 600 / √2 m,a,Height and Distance – Set 4
aptitude-questions-answers-height-distance-set-4,8,A stone rolls down a slope having vertical height and base distance equal to 60 m. What will be the length of the slope?,a) 30√3 m,b) 120 / √3 m,c) 60√2 m,d) 60 / √2 m,c,Height and Distance – Set 4
aptitude-questions-answers-height-distance-set-4,9,"A bus took 60 seconds to drive down a slopy hill of height 600 m. If the angle of depression of the path is 30 degree, then what was the speed of the bus?",a) 20 m / s,b) 20 / √2 m / s,c) 10√2 m / s,d) 20 / 3 m / s,a,Height and Distance – Set 4
aptitude-questions-answers-height-distance-set-4,10,"If the height of a tower and the distance of the point of observation are both halved, then what will happen to the angle of depression?",a) Same,b) Increases,c) Decreases,d) No relation,a,Height and Distance – Set 4
aptitude-questions-answers-height-distance-angle-elevation,1,"If the length of the shadow of a building is increasing, then what will happen to the angle of elevation to the sun?",a) Reduces to zero,b) Increase,c) Decrease,d) Becomes double,c,Angle of Elevation
aptitude-questions-answers-height-distance-angle-elevation,2,"The angle of elevation of the top of a pole is 30 degree. If the height of the pole is doubled, then what will happen to the angle of elevation to its top?",a) < 60,b) Doubled,c) Halved,d) Same,a,Angle of Elevation
aptitude-questions-answers-height-distance-angle-elevation,3,"If the height of the tower and the base distance both are doubled, then what will happen to the elevation angle?",a) Doubled,b) Same,c) Halved,d) Four times,b,Angle of Elevation
aptitude-questions-answers-height-distance-angle-elevation,4,A 20 m ladder just reaches the top of a pole by making an angle of elevation of 30 degree. What will be the height of the pole?,a) 10 m,b) 15 m,c) 20 m,d) 25 m,a,Angle of Elevation
aptitude-questions-answers-height-distance-angle-elevation,5,"If at some time, the length of the shadow of a building is √3 times its height, then what will be the angle of elevation of the building in degree, at that time?",a) 37,b) 45,c) 30,d) 60,c,Angle of Elevation
aptitude-questions-answers-height-distance-angle-elevation,6,"If the height of a tower is 10 m and the angle a ladder that just touches its top makes with the base land is 45 degree, then what will be the base distance?",a) 10√3 m,b) 5 m,c) 20 m,d) 10 m,d,Angle of Elevation
